"","Hours_Studied","Attendance","Parental_Involvement","Access_to_Resources","Extracurricular_Activities","Sleep_Hours","Previous_Scores","Motivation_Level","Internet_Access","Tutoring_Sessions","Family_Income","Teacher_Quality","School_Type","Peer_Influence","Physical_Activity","Learning_Disabilities","Parental_Education_Level","Distance_from_Home","Gender","Exam_Score","Hours_Studied_imp","Attendance_imp","Parental_Involvement_imp","Access_to_Resources_imp","Extracurricular_Activities_imp","Sleep_Hours_imp","Previous_Scores_imp","Motivation_Level_imp","Internet_Access_imp","Tutoring_Sessions_imp","Family_Income_imp","Teacher_Quality_imp","School_Type_imp","Peer_Influence_imp","Physical_Activity_imp","Learning_Disabilities_imp","Parental_Education_Level_imp","Distance_from_Home_imp","Gender_imp","Exam_Score_imp"
"4524",24,65,"High","Medium","No",10,57,"Medium","Yes",1,"High","Medium","Private","Negative",2,"No","High School","Near","Female",67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4525",27,94,"High","High","Yes",7,70,"Low","Yes",1,"Medium","High","Public","Neutral",2,"No","High School","Moderate","Female",73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4526",27,80,"Medium","Medium","No",6,65,"High","No",1,"High","Medium","Private","Neutral",4,"No","College","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4527",12,76,"Medium","Low","Yes",5,71,"Low","Yes",0,"Medium","Medium","Public","Negative",4,"No","High School","Near","Male",61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4528",25,85,"High","High","No",5,59,"Medium","Yes",3,"Low","Medium","Public","Neutral",4,"No","High School","Near","Female",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4529",20,62,"Medium","Low","Yes",6,80,"High","No",1,"Medium","High","Public","Neutral",3,"No","College","Moderate","Female",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4530",17,80,"Medium","Medium","Yes",7,52,"High","Yes",2,"Medium","Medium","Private","Neutral",3,"No","Postgraduate","Near","Female",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4531",21,95,"Low","High","Yes",8,69,"Medium","No",0,"Low","High","Public","Negative",3,"No","Postgraduate","Near","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4532",26,69,"High","High","No",7,95,"Low","No",0,"Medium","Medium","Public","Negative",3,"No","Postgraduate","Near","Female",93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4533",23,77,"Medium","High","No",6,71,"Low","Yes",3,"Medium","Low","Private","Positive",4,"No","High School","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4534",15,98,"Medium","Medium","Yes",9,72,"Medium","Yes",1,"Low","High","Public","Neutral",2,"No","College","Near","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4535",24,77,"Medium","Medium","Yes",10,53,"High","Yes",2,"High","Medium","Public","Neutral",4,"No","College","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4536",16,74,"Medium","High","No",9,80,"Low","Yes",0,"Medium","Medium","Public","Negative",5,"No","High School","Near","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4537",21,78,"High","Medium","Yes",6,97,"Medium","Yes",0,"Medium","Medium","Public","Positive",2,"No","High School","Near","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4538",18,81,"Medium","Medium","No",8,65,"Low","Yes",2,"Low","Medium","Public","Neutral",4,"No","Postgraduate","Near","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4539",19,85,"Medium","Medium","No",8,70,"Low","Yes",4,"High","Medium","Public","Neutral",3,"No","High School","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4540",25,92,"Medium","Medium","Yes",5,79,"Medium","Yes",3,"Medium","High","Public","Negative",4,"No","College","Moderate","Male",72,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4541",14,78,"High","Medium","No",6,55,"Low","Yes",2,"Low","Medium","Private","Neutral",2,"No","High School","Near","Female",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4542",13,93,"High","Medium","No",6,98,"Medium","Yes",0,"Medium","Medium","Public","Neutral",4,"Yes","High School","Near","Male",62,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"4543",9,81,"High","Medium","Yes",9,73,"Medium","Yes",1,"Medium","Medium","Public","Negative",1,"No","Postgraduate","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4544",16,74,"High","High","Yes",8,56,"Low","Yes",1,"Low","Medium","Private","Positive",2,"No","High School","Near","Female",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4545",22,86,"Low","Medium","Yes",5,67,"Medium","Yes",0,"High","Medium","Public","Positive",2,"No","College","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4546",24,89,"High","Medium","No",8,69,"Low","No",3,"High","Medium","Public","Neutral",2,"No","College","Near","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4547",19,82,"Medium","Medium","No",10,67,"Medium","Yes",0,"Low","Low","Public","Positive",2,"No","Postgraduate","Far","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4548",20,62,"High","Medium","Yes",6,85,"Medium","Yes",2,"Medium","Medium","Public","Neutral",3,"No","College","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4549",22,67,"Medium","High","Yes",6,67,"High","Yes",1,"Low","Medium","Private","Neutral",1,"No","College","Near","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4550",19,71,"Medium","High","Yes",7,66,"Low","Yes",2,"Low","Medium","Public","Neutral",3,"No","High School","Near","Female",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"4551",28,71,"Medium","High","No",8,66,"Medium","Yes",2,"Low","Medium","Private","Positive",3,"No","College","Near","Male",60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"4552",25,87,"Low","High","Yes",10,89,"Medium","Yes",1,"Medium","Medium","Public","Neutral",4,"Yes","High School","Near","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4553",25,61,"Medium","High","No",9,65,"Medium","Yes",2,"Medium","Medium","Private","Neutral",4,"Yes","High School","Moderate","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4554",14,90,"Medium","Medium","Yes",7,51,"Medium","Yes",1,"Medium","Medium","Public","Positive",4,"Yes","High School","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4555",20,71,"Low","Medium","Yes",9,68,"Medium","Yes",1,"Low","Medium","Private","Positive",3,"No","High School","Far","Male",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4556",18,72,"High","Medium","Yes",6,64,"Medium","Yes",4,"Low","Medium","Public","Positive",3,"No","Postgraduate","Near","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4557",14,81,"High","Medium","Yes",5,95,"Low","Yes",2,"Low","High","Public","Positive",3,"No","High School","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4558",22,69,"High","Medium","No",6,74,"High","Yes",1,"Medium","Low","Public","Negative",3,"Yes","College","Near","Female",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4559",17,95,"High","Medium","No",5,62,"High","Yes",1,"Medium","Medium","Private","Positive",3,"No","High School","Moderate","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4560",24,63,"Medium","Medium","No",8,99,"Low","Yes",2,"Low","High","Public","Neutral",1,"No","Postgraduate","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4561",14,78,"Medium","Medium","No",4,62,"Medium","Yes",1,"Low","Medium","Public","Neutral",4,"No","College","Near","Male",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"4562",30,94,"Low","Medium","Yes",6,88,"Low","Yes",2,"Low","Medium","Private","Neutral",3,"Yes","College","Near","Female",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4563",15,85,"High","Medium","No",7,82,"High","Yes",2,"Medium","Medium","Public","Negative",4,"No","High School","Far","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"4564",21,72,"High","High","No",6,73,"Medium","Yes",1,"Medium","Medium","Public","Neutral",3,"No","High School","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4565",25,77,"High","Medium","Yes",7,70,"Medium","Yes",0,"Medium","Medium","Public","Neutral",5,"No","High School","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4566",17,88,"High","High","Yes",7,94,"Medium","No",2,"Medium","High","Public","Positive",3,"No","High School","Near","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4567",25,99,"Medium","High","No",9,74,"Medium","Yes",1,"Medium","High","Private","Negative",3,"No","High School","Near","Male",73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4568",13,96,"Medium","Medium","No",5,69,"Medium","Yes",2,"Medium","Low","Public","Positive",3,"No","High School","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4569",29,74,"High","Medium","No",8,68,"Medium","Yes",0,"Medium","High","Public","Positive",4,"No","High School","Near","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4570",20,100,"Medium","Medium","Yes",8,64,"Medium","Yes",0,"Low","Medium","Public","Neutral",2,"No","High School","Moderate","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4571",16,60,"Medium","High","No",7,70,"Low","Yes",3,"High","High","Private","Negative",4,"No","High School","Near","Female",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4572",18,61,"Medium","Medium","Yes",6,56,"Medium","Yes",3,"Low","Medium","Public","Neutral",3,"No","High School","Moderate","Male",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4573",25,93,"Medium","Medium","Yes",5,53,"Medium","Yes",0,"High","Medium","Private","Neutral",5,"No","College","Moderate","Female",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4574",16,68,"High","Medium","No",10,77,"Medium","Yes",1,"High","Medium","Public","Positive",3,"No","Postgraduate","Near","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4575",16,62,"Medium","Medium","No",7,73,"Low","Yes",3,"High","Medium","Public","Negative",3,"No","High School","Near","Female",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4576",19,69,"Medium","High","Yes",7,59,"Low","Yes",2,"Low","Low","Private","Neutral",2,"No","Postgraduate","Moderate","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4577",13,77,"Medium","Medium","Yes",10,55,"Low","Yes",2,"Low","Medium","Private","Positive",3,"No","College","Moderate","Male",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4578",25,89,"Medium","Medium","Yes",7,57,"Medium","Yes",1,"High","Low","Public","Positive",2,"No","College","Moderate","Female",71,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4579",17,85,"High","Medium","Yes",10,66,"Medium","Yes",1,"High","Medium","Public","Neutral",1,"Yes","Postgraduate","Moderate","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4580",25,70,"Low","High","Yes",5,73,"Medium","Yes",2,"Medium","Medium","Private","Neutral",1,"No","Postgraduate","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4581",21,80,"Low","High","Yes",7,60,"Medium","Yes",1,"Medium","High","Public","Positive",2,"No","College","Moderate","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4582",14,97,"Low","Medium","Yes",5,88,"Medium","Yes",2,"High","Medium","Public","Positive",3,"No","Postgraduate","Near","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4583",20,93,"High","Medium","No",7,60,"High","Yes",0,"Low","High","Public","Neutral",3,"No","High School","Near","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4584",25,73,"Medium","Medium","Yes",7,56,"Medium","Yes",2,"High","Medium","Public","Neutral",4,"No","High School","Near","Female",93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4585",19,99,"High","Medium","Yes",6,100,"Medium","Yes",1,"Low","Medium","Private","Positive",1,"No","High School","Moderate","Male",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4586",27,88,"Medium","High","No",7,72,"Medium","Yes",1,"Low","High","Public","Positive",1,"No","High School","Near","Female",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4587",26,62,"Medium","Medium","No",6,59,"Medium","Yes",1,"Medium","Medium","Public","Neutral",3,"No","High School","Moderate","Male",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4588",26,61,"High","Low","Yes",7,95,"Low","No",0,"Medium","High","Public","Neutral",3,"No","Postgraduate","Moderate","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4589",17,67,"Low","Medium","Yes",6,62,"Medium","Yes",0,"Medium","Medium","Public","Neutral",3,"No","College","Moderate","Female",61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4590",14,89,"Medium","Low","No",9,96,"Low","Yes",2,"Low","High","Private","Neutral",3,"No","College","Moderate","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4591",16,67,"Medium","Medium","Yes",5,56,"Low","Yes",1,"Low","Medium","Public","Negative",2,"No","College","Near","Female",61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4592",21,80,"Medium","Medium","No",7,92,"Low","Yes",1,"Medium","Medium","Public","Positive",3,"No","High School","Moderate","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4593",23,64,"Medium","Low","Yes",5,59,"Medium","Yes",3,"Low","Medium","Public","Positive",5,"No","High School","Moderate","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4594",7,97,"Low","High","No",6,97,"Medium","Yes",3,"Medium","High","Private","Positive",2,"No","College","Moderate","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4595",20,74,"Low","Medium","No",6,79,"Medium","Yes",1,"High","Medium","Public","Neutral",2,"Yes","College","Far","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4596",21,96,"Medium","Medium","Yes",7,59,"Low","Yes",2,"High","Medium","Public","Negative",2,"No","College","Near","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4597",18,98,"High","Medium","Yes",7,92,"Medium","Yes",2,"Low","High","Private","Neutral",4,"No","High School","Near","Male",73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4598",28,60,"Low","Medium","Yes",5,70,"Low","Yes",0,"Low","Medium","Private","Neutral",5,"No","High School","Near","Male",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4599",23,79,"Medium","Medium","Yes",6,87,"Medium","No",2,"Low","High","Public","Neutral",4,"No","College","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4600",28,61,"Low","Low","Yes",6,82,"Low","Yes",0,"Medium","High","Public","Positive",3,"No","College","Near","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4601",19,96,"Medium","Low","Yes",5,86,"Medium","No",3,"Medium","Medium","Public","Positive",3,"No","High School","Moderate","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4602",26,81,"Medium","Medium","Yes",9,67,"Medium","Yes",3,"Low","Medium","Public","Neutral",2,"No","College","Near","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4603",30,63,"High","Low","No",5,97,"High","Yes",2,"Low","High","Public","Positive",2,"Yes","College","Moderate","Female",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4604",28,64,"High","Low","Yes",7,78,"Medium","Yes",3,"Medium","High","Private","Positive",4,"No","Postgraduate","Moderate","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4605",13,75,"Medium","High","No",10,54,"Medium","Yes",1,"Low","Medium","Private","Negative",3,"Yes","College","Near","Male",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
