"...1","Hours_Studied","Attendance","Parental_Involvement","Access_to_Resources","Extracurricular_Activities","Sleep_Hours","Previous_Scores","Motivation_Level","Internet_Access","Tutoring_Sessions","Family_Income","Teacher_Quality","School_Type","Peer_Influence","Physical_Activity","Learning_Disabilities","Parental_Education_Level","Distance_from_Home","Gender","Exam_Score","Hours_Studied_imp","Attendance_imp","Parental_Involvement_imp","Access_to_Resources_imp","Extracurricular_Activities_imp","Sleep_Hours_imp","Previous_Scores_imp","Motivation_Level_imp","Internet_Access_imp","Tutoring_Sessions_imp","Family_Income_imp","Teacher_Quality_imp","School_Type_imp","Peer_Influence_imp","Physical_Activity_imp","Learning_Disabilities_imp","Parental_Education_Level_imp","Distance_from_Home_imp","Gender_imp","Exam_Score_imp","grupa1","grupa2"
5770,10,61,"High","Medium","Yes",7,85,"High","Yes",1,"Medium","Medium","Public","Neutral",4,"No","High School","Near","Female",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
5771,11,64,"Medium","High","No",6,93,"Medium","Yes",1,"Low","High","Public","Neutral",3,"No","High School","Near","Female",69,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
5772,19,64,"Medium","High","No",8,94,"Medium","Yes",3,"Medium","High","Private","Neutral",3,"Yes","Postgraduate","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
5773,24,89,"Medium","Low","Yes",9,53,"Medium","Yes",1,"Low","High","Private","Neutral",3,"No","High School","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"powyżej 23","3.5"
5774,15,63,"Medium","Medium","Yes",6,86,"Low","Yes",4,"High","Medium","Public","Positive",5,"No","High School","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
5775,22,80,"Medium","Medium","Yes",8,61,"High","Yes",1,"Low","Medium","Public","Positive",2,"No","College","Moderate","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
5776,12,79,"Medium","Medium","Yes",7,99,"Low","Yes",2,"Medium","Medium","Public","Negative",2,"Yes","High School","Near","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
5777,23,72,"High","High","Yes",6,89,"Medium","No",0,"Medium","High","Private","Negative",3,"No","High School","Moderate","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
5778,18,95,"Low","Low","Yes",7,50,"Low","Yes",3,"Medium","Medium","Private","Neutral",3,"No","High School","Moderate","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
5779,20,67,"High","Medium","No",9,96,"High","Yes",1,"High","High","Public","Positive",3,"No","High School","Near","Female",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"16-23","3.5"
5780,24,74,"Medium","Medium","Yes",7,65,"Low","Yes",3,"Medium","High","Public","Neutral",2,"No","College","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
5781,13,91,"Medium","Low","Yes",9,71,"Low","Yes",1,"Low","Medium","Public","Positive",2,"No","College","Far","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
5782,16,61,"High","Medium","Yes",7,81,"Low","Yes",2,"Medium","Medium","Public","Neutral",1,"No","High School","Near","Female",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
5783,23,87,"High","Medium","No",5,96,"Medium","Yes",2,"Medium","Medium","Public","Positive",3,"No","College","Moderate","Female",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
5784,19,93,"High","Medium","No",7,96,"Medium","Yes",1,"Low","High","Public","Positive",1,"No","Postgraduate","Moderate","Female",75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
5785,19,97,"High","Medium","No",5,78,"Low","Yes",2,"Low","Medium","Public","Positive",3,"No","High School","Near","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
5786,24,95,"High","Medium","No",7,66,"Low","Yes",2,"High","High","Public","Negative",3,"No","High School","Near","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","4.0"
5787,19,73,"Medium","Medium","Yes",6,64,"Low","Yes",4,"Medium","Medium","Public","Positive",5,"Yes","College","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
5788,24,83,"High","Medium","Yes",10,68,"Medium","No",3,"Low","Medium","Private","Positive",4,"No","High School","Moderate","Female",71,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","4.0"
5789,10,63,"High","Medium","No",9,59,"Low","Yes",0,"Medium","High","Public","Positive",5,"No","Postgraduate","Moderate","Male",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"poniżej 16","4.0"
5790,21,70,"Medium","Medium","Yes",7,83,"Medium","Yes",1,"Medium","Medium","Public","Neutral",3,"No","High School","Far","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"16-23","3.5"
5791,10,64,"Medium","Low","No",9,76,"Low","Yes",1,"Low","Medium","Private","Positive",1,"No","High School","Near","Female",58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","2.0"
5792,5,73,"High","Low","Yes",7,89,"High","Yes",1,"Medium","Medium","Public","Neutral",2,"No","High School","Near","Male",62,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
5793,22,95,"High","Low","No",5,55,"Medium","Yes",2,"High","High","Public","Neutral",0,"Yes","College","Near","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
5794,21,74,"Medium","Low","Yes",8,70,"Medium","Yes",1,"Medium","Medium","Public","Neutral",3,"No","Postgraduate","Far","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
5795,18,82,"High","Medium","Yes",8,62,"High","Yes",3,"Low","Medium","Private","Neutral",4,"No","High School","Near","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
5796,19,77,"High","Medium","Yes",6,77,"High","Yes",1,"Low","High","Private","Neutral",3,"No","College","Near","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
5797,11,78,"Medium","Medium","No",6,73,"Medium","Yes",0,"Low","Medium","Public","Positive",2,"No","College","Far","Male",70,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
5798,18,99,"High","Medium","Yes",8,72,"Medium","Yes",4,"Low","Medium","Public","Neutral",4,"No","High School","Near","Female",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
5799,23,72,"Low","Medium","Yes",4,66,"Low","No",3,"Low","Medium","Private","Positive",4,"No","Postgraduate","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
5800,16,85,"Low","High","Yes",8,86,"Low","Yes",2,"High","Medium","Private","Neutral",4,"No","High School","Near","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
5801,22,77,"Medium","Medium","Yes",7,74,"High","Yes",2,"Low","Low","Private","Negative",4,"No","College","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
5802,19,62,"High","Low","Yes",10,60,"Medium","Yes",1,"Low","Medium","Public","Positive",2,"No","College","Far","Female",61,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
5803,18,80,"Low","Low","Yes",8,77,"Medium","Yes",1,"Low","High","Public","Negative",2,"No","College","Near","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
5804,27,93,"High","Medium","No",6,80,"Medium","Yes",3,"Medium","Medium","Public","Neutral",2,"No","High School","Near","Male",74,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","4.0"
5805,27,64,"Medium","Medium","No",5,51,"High","Yes",1,"Low","High","Public","Negative",3,"No","High School","Near","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.0"
5806,21,63,"High","Low","Yes",9,60,"Medium","Yes",2,"Medium","Medium","Public","Negative",2,"No","Postgraduate","Near","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
5807,6,66,"High","Medium","Yes",7,62,"Low","Yes",2,"Low","Medium","Public","Neutral",4,"No","Postgraduate","Near","Male",61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
5808,18,91,"High","High","Yes",7,62,"Medium","Yes",3,"Low","Medium","Private","Positive",3,"No","High School","Near","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
5809,17,89,"High","Low","Yes",8,62,"Low","Yes",2,"Low","High","Private","Negative",3,"No","College","Moderate","Male",72,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
5810,19,83,"High","High","No",6,64,"Medium","Yes",0,"Medium","Medium","Private","Negative",5,"No","Postgraduate","Near","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
5811,27,79,"Low","High","Yes",8,63,"High","Yes",2,"Low","Medium","Public","Negative",5,"No","College","Moderate","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
5812,29,96,"Medium","High","No",8,94,"High","No",2,"Low","High","Public","Negative",4,"No","High School","Near","Male",74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","4.0"
5813,21,91,"Medium","High","Yes",9,66,"Low","Yes",3,"Low","Medium","Public","Neutral",4,"No","College","Moderate","Female",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
5814,15,92,"High","Low","Yes",9,67,"Low","Yes",1,"High","High","Public","Positive",2,"No","Postgraduate","Near","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
5815,5,93,"Low","Low","No",7,63,"Medium","Yes",2,"Medium","High","Public","Neutral",3,"No","Postgraduate","Near","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
5816,24,86,"Low","Low","Yes",8,98,"Medium","Yes",2,"High","Medium","Public","Positive",5,"No","Postgraduate","Far","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","4.0"
5817,15,78,"High","Low","Yes",7,77,"Low","Yes",0,"High","Medium","Public","Neutral",3,"No","College","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
5818,21,95,"High","Medium","Yes",7,81,"Medium","Yes",0,"Medium","Medium","Public","Neutral",3,"No","High School","Near","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
5819,13,97,"High","High","Yes",5,87,"Low","Yes",1,"Medium","High","Public","Neutral",2,"No","Postgraduate","Moderate","Female",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"poniżej 16","4.0"
5820,18,61,"Low","Medium","Yes",7,67,"Medium","Yes",5,"High","High","Public","Positive",2,"No","Postgraduate","Near","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
5821,20,62,"Medium","Medium","No",4,98,"High","Yes",1,"High","Low","Public","Negative",4,"No","High School","Near","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
5822,22,98,"Medium","Medium","No",7,58,"Medium","Yes",0,"Medium","High","Private","Neutral",3,"No","High School","Near","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"16-23","3.5"
5823,13,71,"Low","Low","No",9,73,"Low","Yes",1,"High","High","Private","Neutral",3,"No","High School","Moderate","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"poniżej 16","3.5"
5824,27,95,"Medium","Medium","Yes",8,57,"High","Yes",1,"Medium","Low","Private","Positive",3,"No","High School","Moderate","Female",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","4.0"
5825,16,76,"Medium","Medium","No",7,90,"Medium","Yes",0,"Low","Medium","Public","Neutral",3,"No","Postgraduate","Moderate","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
5826,10,65,"Low","High","No",7,55,"Medium","Yes",0,"Low","High","Public","Neutral",3,"No","High School","Near","Female",59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","2.0"
5827,19,63,"Medium","Medium","Yes",6,78,"Low","Yes",3,"Medium","Medium","Public","Neutral",2,"Yes","College","Near","Male",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
5828,20,66,"Medium","Medium","Yes",6,55,"Low","Yes",1,"High","High","Public","Negative",3,"No","Postgraduate","Moderate","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
5829,21,70,"Low","Low","No",8,73,"Low","Yes",0,"High","Medium","Public","Neutral",4,"No","College","Near","Male",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
5830,28,80,"High","High","No",5,64,"Medium","Yes",1,"Low","Medium","Private","Neutral",2,"No","Postgraduate","Moderate","Female",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
5831,19,88,"High","Medium","Yes",5,95,"Medium","Yes",1,"Medium","High","Public","Neutral",3,"No","High School","Near","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
5832,19,99,"High","High","Yes",8,53,"Medium","Yes",1,"Medium","Medium","Private","Neutral",4,"No","College","Near","Male",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"16-23","3.0"
5833,13,78,"Medium","High","No",7,82,"High","Yes",0,"Low","High","Public","Neutral",2,"No","College","Moderate","Female",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
5834,25,81,"High","Medium","Yes",7,85,"High","Yes",3,"Medium","Medium","Public","Negative",1,"No","Postgraduate","Moderate","Female",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","4.0"
5835,21,81,"High","Medium","Yes",7,94,"Medium","Yes",3,"Medium","Medium","Public","Neutral",1,"No","Postgraduate","Moderate","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
5836,17,82,"Medium","Low","No",10,94,"Medium","Yes",1,"High","High","Private","Neutral",3,"No","High School","Moderate","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
5837,9,81,"Medium","Medium","Yes",7,99,"Medium","Yes",2,"Low","Medium","Public","Neutral",3,"No","High School","Moderate","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
5838,29,60,"Low","High","No",7,63,"Medium","Yes",0,"Low","Medium","Public","Negative",4,"No","Postgraduate","Near","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.0"
5839,13,60,"High","Low","No",10,64,"Low","Yes",1,"Medium","Medium","Public","Neutral",4,"No","College","Far","Male",59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","2.0"
5840,16,64,"Medium","High","Yes",7,70,"Medium","Yes",5,"Low","Low","Public","Positive",4,"No","High School","Moderate","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
5841,22,64,"High","Medium","Yes",10,77,"Medium","Yes",1,"Low","High","Public","Positive",3,"No","High School","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"16-23","3.5"
5842,13,88,"Medium","Medium","Yes",8,68,"High","Yes",1,"High","Medium","Public","Positive",2,"No","High School","Near","Female",67,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
5843,11,68,"High","Medium","Yes",5,87,"Medium","Yes",1,"Low","Medium","Public","Positive",4,"Yes","High School","Far","Male",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
5844,7,96,"High","Low","No",6,50,"Medium","Yes",1,"High","Medium","Private","Negative",3,"No","College","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
5845,24,97,"High","Medium","Yes",8,51,"Medium","Yes",3,"Low","Medium","Public","Neutral",2,"No","Postgraduate","Near","Female",73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","4.0"
5846,17,99,"Medium","Medium","No",10,86,"Low","Yes",1,"Medium","Medium","Private","Positive",2,"No","College","Near","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
